Matricula;Periodo de Ingresso;Forma de Ingresso;Curriculo;Estado Civil;Sexo;Idade Aproximada no Ingresso;Cor;Cota;Status;Tipo de Evasao;Periodo de Evasao
122210299;2022.2;SISU;2023;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-
112210439;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2019.1
122210637;2022.2;SISU;2023;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-
119210358;2019.2;SISU;2017;Solteiro;MASCULINO;20;Ind?ena;L5;ATIVO;REGULAR;-
117210424;2017.2;SISU;2017;Solteiro;MASCULINO;28;Parda;L2;INATIVO;GRADUADO;2023.2
115211452;2015.2;SISU;2017;Solteiro;FEMININO;18;Branca;-;INATIVO;GRADUADO;2019.2
117210335;2017.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2022.2
112190146;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2017.1
117110666;2017.1;SISU;2017;Solteiro;FEMININO;19;Preta;L6;INATIVO;GRADUADO;2022.1
112210476;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;23;Branca;-;INATIVO;GRADUADO;2016.1
112110959;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.2
114110462;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;L1;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2016.1
119110409;2019.1;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2023.2
112210453;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.1
123210306;2023.2;SISU;2023;Solteiro;MASCULINO;35;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2024.1
121110766;2021.1;SISU;2023;Solteiro;MASCULINO;28;Branca;L5;ATIVO;REGULAR;-
111210799;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Amarela;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.1
112210791;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Parda;-;INATIVO;GRADUADO;2017.1
123110785;2023.1;SISU;2023;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-
122111042;2022.1;SISU;2023;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-
112110043;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;23;Branca;-;INATIVO;GRADUADO;2016.2
112110875;2012.1;REOPCAO;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;GRADUADO;2015.2
122210003;2022.2;SISU;2017;Casado;MASCULINO;32;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2022.2
115111252;2015.1;SISU;1999;Solteiro;MASCULINO;25;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.2
120110631;2020.1;SISU;2017;Solteiro;MASCULINO;19;Parda;L14;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2023.1
112210657;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2013.1
117210414;2017.2;SISU;2017;Solteiro;FEMININO;17;Parda;L6;INATIVO;GRADUADO;2022.1
116111248;2016.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2018.2
112110003;2012.1;TRANSFERENCIA;1999;Solteiro;MASCULINO;22;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2012.2
119110875;2019.1;SISU;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2022.2
112211076;2012.2;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;20;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2
114110441;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Preta;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.1
120110340;2020.1;SISU;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-
118210466;2018.2;SISU;2017;-;MASCULINO;24;N? declarada;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2019.1
122210374;2022.2;SISU;2023;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-
111210438;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Parda;-;INATIVO;GRADUADO;2016.2
111110911;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;GRADUADO;2016.1
120210094;2020.2;SISU;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-
114211200;2014.2;SISU;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2019.1
113112562;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2018.1
120110905;2020.1;SISU;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-
122110395;2022.1;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
112210478;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Preta;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2012.2
119210038;2019.2;SISU;2017;Solteiro;MASCULINO;22;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2
118210379;2018.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.1
113112295;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2017.2
121111209;2021.1;SISU;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1
115110977;2015.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2020.2
117111824;2017.1;TRANSFERENCIA;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2018.2
114110443;2014.1;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;17;Parda;-;INATIVO;GRADUADO;2019.1
113210753;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Preta;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2018.1
114110465;2014.1;VESTIBULAR  ENEM;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2022.1
120210139;2020.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-
114110499;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2019.1
114111059;2014.1;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;18;Preta;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2
113210605;2013.2;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;18;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2013.2
113210819;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Preta;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.1
116210580;2016.2;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2021.1
118210245;2018.2;SISU;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;GRADUADO;2021.2
112150439;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2012.2
111210416;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2012.2
114111062;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2
115110912;2015.1;SISU;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2
113110890;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2015.1
118210493;2018.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2022.2
114211312;2014.2;SISU;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2018.2
120210148;2020.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
112110085;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2016.2
119110389;2019.1;SISU;2017;Solteiro;MASCULINO;17;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2020.1
123110549;2023.1;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
119210421;2019.2;SISU;2017;Solteiro;FEMININO;20;Branca;-;ATIVO;REGULAR;-
118110103;2018.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
114211143;2014.2;SISU;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2015.2
114110468;2014.1;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;19;Branca;L5;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2015.1
114211197;2014.2;SISU;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2016.2
119210133;2019.2;SISU;2017;Solteiro;MASCULINO;24;Parda;-;ATIVO;REGULAR;-
116210607;2016.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2021.2
121210175;2021.2;SISU;2023;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-
112110924;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.1
115110026;2015.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2019.2
115210597;2015.2;SISU;2017;Solteiro;MASCULINO;17;Parda;-;INATIVO;GRADUADO;2020.1
114111371;2014.1;VESTIBULAR  ENEM;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;GRADUADO;2024.1
122210021;2022.2;SISU;2023;Solteiro;FEMININO;22;Branca;-;ATIVO;REGULAR;-
114110411;2014.1;VESTIBULAR  ENEM;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2021.1
120110375;2020.1;SISU;2023;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-
115210298;2015.2;SISU;1999;Solteiro;MASCULINO;21;Parda;L6;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.1
116210896;2016.2;SISU;2017;Solteiro;FEMININO;17;Branca;-;INATIVO;GRADUADO;2020.1
117110392;2017.1;SISU;2017;Solteiro;FEMININO;18;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2019.1
120110352;2020.1;SISU;2017;Solteiro;FEMININO;21;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.2
116110728;2016.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2020.1
117210399;2017.2;SISU;2017;Solteiro;MASCULINO;20;Amarela;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2020.1
121110399;2021.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
123210233;2023.2;SISU;2023;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-
120111217;2020.1;REOPCAO;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2023.2
111150494;2011.1;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;18;Amarela;-;INATIVO;GRADUADO;2018.2
111110940;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2021.2
121210396;2021.2;SISU;2023;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-
116211280;2016.2;SISU;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2020.2
119110070;2019.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2020.1
113210114;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;17;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1
116210674;2016.2;SISU;1999;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2017.1
119210371;2019.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
121110566;2021.1;SISU;2017;Solteiro;MASCULINO;22;Parda;L6;ATIVO;REGULAR;-
115110085;2015.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2020.1
120110394;2020.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2024.1
113210110;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2020.1
113111426;2013.1;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;18;Parda;-;INATIVO;GRADUADO;2017.2
119110385;2019.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
115210709;2015.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2020.1
117111253;2017.1;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2021.1
123110216;2023.1;SISU;2023;Solteiro;MASCULINO;22;Parda;L6;ATIVO;REGULAR;-
113110002;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.1
116210971;2016.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2021.2
120110301;2020.1;SISU;2017;Solteiro;MASCULINO;23;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2
113110862;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2017.1
117110907;2017.1;SISU;2017;Solteiro;MASCULINO;22;Branca;-;INATIVO;GRADUADO;2020.2
114210801;2014.2;SISU;1999;Solteiro;MASCULINO;25;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2015.1
113210108;2013.2;VESTIBULAR  ENEM;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2020.1
121110656;2021.1;SISU;2017;Casado;MASCULINO;33;Amarela;L9;INATIVO;CANCELAMENTO POR ABANDONO;2023.2
120210108;2020.2;SISU;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.1
116210998;2016.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2022.1
116211039;2016.2;SISU;2017;Solteiro;FEMININO;18;Branca;-;INATIVO;GRADUADO;2021.2
114110440;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;17;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2016.2
122210630;2022.2;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
119110387;2019.1;SISU;2017;-;MASCULINO;19;N? declarada;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2019.2
122210510;2022.2;SISU;2023;Solteiro;MASCULINO;20;Preta;L2;ATIVO;REGULAR;-
123110250;2023.1;SISU;2023;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-
113210621;2013.2;VESTIBULAR  ENEM;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO DE MATRICULA;2022.1
114211270;2014.2;TRANSFERENCIA;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2018.2
123110824;2023.1;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
113210815;2013.2;VESTIBULAR  ENEM;2017;Solteiro;FEMININO;17;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2019.2
111210446;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.2
123210218;2023.2;SISU;2023;Solteiro;MASCULINO;20;Parda;-;ATIVO;REGULAR;-
120210558;2020.2;SISU;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-
117210385;2017.2;SISU;2017;Solteiro;MASCULINO;20;Amarela;-;INATIVO;CANCELAMENTO POR ABANDONO;2019.1
115211239;2015.2;SISU;1999;Solteiro;MASCULINO;19;Parda;L6;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2017.1
120211086;2020.2;SISU;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-
112110955;2012.1;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;18;Parda;-;INATIVO;GRADUADO;2018.1
119110305;2019.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.2
119110342;2019.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
120210791;2020.2;SISU;2017;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-
120110389;2020.1;SISU;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-
123110801;2023.1;SISU;2023;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.2
121110409;2021.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
114210805;2014.2;SISU;1999;Solteiro;MASCULINO;17;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1
115210767;2015.2;SISU;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2017.1
112210996;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.2
119210167;2019.2;SISU;2017;Solteiro;FEMININO;19;Branca;-;INATIVO;GRADUADO;2023.2
120210014;2020.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2021.1
123210373;2023.2;SISU;2023;Solteiro;MASCULINO;25;Branca;-;ATIVO;REGULAR;-
119210097;2019.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
115110593;2015.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2019.2
118111428;2018.1;SISU;2017;Solteiro;MASCULINO;20;Parda;L5;INATIVO;CANCELAMENTO POR ABANDONO;2019.1
115111577;2015.1;TRANSFERENCIA;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2019.2
113210607;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2016.2
120210120;2020.2;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
119110279;2019.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
115210544;2015.2;SISU;2017;Solteiro;MASCULINO;17;Parda;-;INATIVO;GRADUADO;2022.1
119210173;2019.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.2
115111033;2015.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2020.1
122110135;2022.1;SISU;2017;Solteiro;FEMININO;18;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.1
116210088;2016.2;SISU;2017;Solteiro;FEMININO;18;Parda;L6;INATIVO;GRADUADO;2022.1
112110002;2012.1;TRANSFERENCIA;1999;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2016.2
115210937;2015.2;SISU;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2019.2
115111215;2015.1;SISU;1999;Solteiro;MASCULINO;18;N? declarada;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2015.1
118210694;2018.2;SISU;2017;Solteiro;FEMININO;19;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2020.1
112210785;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.2
111210407;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2017.1
121110764;2021.1;SISU;2017;Solteiro;FEMININO;18;Branca;L5;ATIVO;REGULAR;-
111210414;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2019.1
121110118;2021.1;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
112110024;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1
123110697;2023.1;SISU;2023;Solteiro;FEMININO;22;Branca;-;ATIVO;REGULAR;-
113111434;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.2
123110768;2023.1;SISU;2023;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-
115110864;2015.1;SISU;1999;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2018.2
117110250;2017.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2021.2
123110668;2023.1;SISU;2023;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-
115110951;2015.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2020.1
116110690;2016.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2020.1
112110047;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2
114110460;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.2
116211457;2016.2;SISU;2017;Solteiro;MASCULINO;20;Preta;-;INATIVO;GRADUADO;2022.1
123110808;2023.1;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
118210156;2018.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2020.2
114210708;2014.2;JUDICIAL;1999;Solteiro;MASCULINO;17;Branca;L1;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2015.2
111110116;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.1
123210303;2023.2;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
115110552;2015.1;SISU;1999;Solteiro;MASCULINO;22;Branca;-;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2017.1
119210158;2019.2;SISU;2017;Solteiro;MASCULINO;19;Amarela;-;INATIVO;GRADUADO;2023.2
116211425;2016.2;SISU;2017;Solteiro;MASCULINO;23;Branca;L5;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2020.1
123110530;2023.1;SISU;2023;Solteiro;MASCULINO;18;Parda;L5;ATIVO;REGULAR;-
111210096;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2013.2
116210403;2016.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2021.2
114210798;2014.2;SISU;1999;Solteiro;MASCULINO;19;Preta;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.1
118110805;2018.1;SISU;2017;Solteiro;MASCULINO;18;Parda;L5;INATIVO;GRADUADO;2023.1
117110465;2017.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2020.2
112110066;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;24;N? declarada;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.2
118110035;2018.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2022.1
116110707;2016.1;SISU;1999;Solteiro;MASCULINO;23;Branca;L5;INATIVO;GRADUADO;2022.2
111110904;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.2
111210412;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Amarela;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.1
119110472;2019.1;SISU;2017;Solteiro;FEMININO;19;Parda;L2;INATIVO;GRADUADO;2024.1
112210056;2012.2;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;20;Amarela;-;INATIVO;GRADUADO;2019.2
123210188;2023.2;SISU;2023;Solteiro;MASCULINO;20;Branca;L5;ATIVO;REGULAR;-
114111704;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;22;Preta;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2015.1
117110537;2017.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2023.2
115210412;2015.2;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2022.2
123210340;2023.2;SISU;2023;Solteiro;MASCULINO;20;Branca;-;ATIVO;REGULAR;-
117110195;2017.1;SISU;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2018.2
113111808;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2014.2
112150453;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2014.1
120111009;2020.1;SISU;2023;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-
115111777;2015.1;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2019.2
117110208;2017.1;SISU;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2019.1
114111088;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2015.1
118210560;2018.2;SISU;2017;Solteiro;MASCULINO;21;Parda;L6;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2018.2
112110057;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;17;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.1
113112115;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;25;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2017.1
